"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",110,829590,13.3
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",31,829590,3.7
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",81,829590,9.8
,"Ventura County, CA","06111","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",134,829590,16.2
,"Yolo County, CA","06113","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",10,220408,Unreliable
,"Yolo County, CA","06113","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,220408,Unreliable
,"Yolo County, CA","06113","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",10,220500,Unreliable
,"Yolo County, CA","06113","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,220500,Unreliable
,"Yolo County, CA","06113","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,220500,Unreliable
,"Yolo County, CA","06113","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",16,219728,Unreliable
,"Yolo County, CA","06113","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,219728,Unreliable
,"Yolo County, CA","06113","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",18,216986,Unreliable
,"Yolo County, CA","06113","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,216986,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",12,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",11,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",12,222115,Unreliable
,"Yolo County, CA","06113","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,222115,Unreliable
,"Yolo County, CA","06113","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",15,220544,Unreliable
,"Yolo County, CA","06113","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,220544,Unreliable
,"Yolo County, CA","06113","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",18,220544,Unreliable
,"Yolo County, CA","06113","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",17,220544,Unreliable
,"Yolo County, CA","06113","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,220544,9.1
,"Yuba County, CA","06115","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,83421,Unreliable
,"Yuba County, CA","06115","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",12,84310,Unreliable
,"Yuba County, CA","06115","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,84310,Unreliable
,"Yuba County, CA","06115","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,84310,Unreliable
,"Yuba County, CA","06115","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",11,84310,Unreliable
,"Yuba County, CA","06115","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,84310,Unreliable
,"Yuba County, CA","06115","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",15,85722,Unreliable
,"Yuba County, CA","06115","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",15,85722,Unreliable
,"Yuba County, CA","06115","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,85722,Unreliable
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.5 (Cocaine); T42.3 (Barbiturates); T42.4 (Benzodiazepines); T43.6 (Psychostimulants with abuse potential); T43.8 (Other"
"psychotropic drugs, not elsewhere classified); X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics"
"and antirheumatics); X41 (Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and"
"psychotropic drugs, not elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic"
"nervous system); X44 (Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological"
"substances); X60 (Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61"
"(Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
